Activity Period,Activity Period Start Date,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Landing Aircraft Type,Aircraft Body Type,Aircraft Manufacturer,Aircraft Model,Aircraft Version,Landing Count,Total Landed Weight,data_as_of,data_loaded_at
200107,01/07/2001,Vanguard Airlines,NJ,Vanguard Airlines,NJ,Domestic,US,Passenger,Narrow Body,Boeing,737,200,1,103000,20/09/2025 13:01,22/09/2025 15:11
200107,01/07/2001,Vanguard Airlines,NJ,Vanguard Airlines,NJ,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-82,0,12,1560000,20/09/2025 13:01,22/09/2025 15:11
200107,01/07/2001,Vanguard Airlines,NJ,Vanguard Airlines,NJ,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-83,0,18,2511000,20/09/2025 13:01,22/09/2025 15:11
200107,01/07/2001,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Passenger,Wide Body,Boeing,747,200,32,20160000,20/09/2025 13:01,22/09/2025 15:11
200107,01/07/2001,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Passenger,Wide Body,Boeing,747,400,16,10080000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,ATA Airlines,TZ,ATA Airlines,TZ,Domestic,US,Passenger,Narrow Body,Boeing,727,200,2,322000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,ATA Airlines,TZ,ATA Airlines,TZ,Domestic,US,Passenger,Narrow Body,Boeing,757,,121,23958000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,ATA Airlines,TZ,ATA Airlines,TZ,Domestic,US,Passenger,Wide Body,Lockheed,L1011,0,59,21122000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,ATA Airlines,TZ,ATA Airlines,TZ,Domestic,US,Passenger,Wide Body,Lockheed,L1011,100,8,2944000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,Aeroflot Russian International Airlines,,Aeroflot Russian International Airlines,,International,Europe,Passenger,Wide Body,Boeing,777,0,14,6439916,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Boeing,737,200,81,8505000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Boeing,737,,135,14445000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A319,114,68,9144708,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A320,211,118,16779246,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,Air China,CA,Air China,CA,International,Asia,Freighter,Wide Body,Boeing,747,200,4,2519960,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,Air China,CA,Air China,CA,International,Asia,Passenger,Wide Body,Boeing,747,400,22,13859846,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,Air France,AF,Air France,AF,International,Europe,Passenger,Wide Body,Boeing,747,400,44,26094556,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,737,400,195,23595000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Boeing,737,400,124,15004000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,737,700,93,12015600,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Boeing,737,700,1,129200,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,McDonnell Douglas,MD-80,93,61,7930000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-80,,251,32630000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,Alitalia Airlines,AZ,Alitalia Airlines,AZ,International,Europe,Passenger,Wide Body,Boeing,767,300,31,9844391,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,"All Nippon Company Airways, Ltd.",NH,"All Nippon Company Airways, Ltd.",NH,International,Asia,Passenger,Wide Body,Boeing,777,200ER,21,9660000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,Allegro Airlines,,Allegro Airlines,,International,Mexico,Passenger,Narrow Body,Boeing,727,200,21,3402000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Boeing,727,100,1,130000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Boeing,737,,343,49392000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Boeing,757,200ER,9,1782000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Boeing,757,W,31,6138000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Boeing,757,,114,22572000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Wide Body,Boeing,767,0,146,45260000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Wide Body,Boeing,767,200ER,183,50874000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Wide Body,Boeing,767,300,32,9920000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Wide Body,Boeing,767,,61,16470000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-80,83,21,2730000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-80,SP,383,49790000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Combi,Wide Body,Boeing,747,400,17,10710000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Freighter,Wide Body,Boeing,747,400,8,5328000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Passenger,Wide Body,Boeing,777,200ER,1,460000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,"Atlas Air, Inc. (inactive)",,"Atlas Air, Inc. (inactive)",,International,Asia,Freighter,Wide Body,Boeing,747,200,4,2520000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,"Atlas Air, Inc. (inactive)",,"Atlas Air, Inc. (inactive)",,International,Asia,Freighter,Wide Body,Boeing,747,400,18,11988000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,British Airways,BA,British Airways,BA,International,Europe,Passenger,Wide Body,Boeing,747,400,62,39060000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,Cargolux Airlines,CV,Cargolux Airlines,CV,International,Europe,Freighter,Wide Body,Boeing,747,400,19,12654000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Freighter,Wide Body,Boeing,747,400,7,4661314,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Passenger,Wide Body,Airbus,A340,300,31,12958000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,China Airlines,CI,China Airlines,CI,International,Asia,Freighter,Wide Body,Boeing,747,0,4,2664000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,China Airlines,CI,China Airlines,CI,International,Asia,Passenger,Wide Body,Boeing,747,0,6,3924000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,China Airlines,CI,China Airlines,CI,International,Asia,Freighter,Wide Body,Boeing,747,200,3,1962000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,China Airlines,CI,China Airlines,CI,International,Asia,Passenger,Wide Body,Boeing,747,200,1,630000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,China Airlines,CI,China Airlines,CI,International,Asia,Freighter,Wide Body,Boeing,747,230,3,1890000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,China Airlines,CI,China Airlines,CI,International,Asia,Passenger,Wide Body,Boeing,747,243,2,1260000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,China Airlines,CI,China Airlines,CI,International,Asia,Passenger,Wide Body,Boeing,747,400,29,18270000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,DHL Express (USA),,DHL Express (USA),,Domestic,US,Freighter,Wide Body,Airbus,A300,,25,7716250,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,DHL Express (USA),,DHL Express (USA),,Domestic,US,Freighter,Wide Body,McDonnell Douglas,DC-8,73,22,6050000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,DHL Express (USA),,DHL Express (USA),,Domestic,US,Freighter,Narrow Body,McDonnell Douglas,DC-9,15,23,1879100,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,727,232,63,9733500,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,737,800,125,18000000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,757,,292,57816000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Boeing,767,300,42,12390000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Boeing,767,300ER,101,32320000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Boeing,767,400,93,32550000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-88,,1,130000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,EVA Airways,BR,EVA Airways,BR,International,Asia,Passenger,Wide Body,Boeing,747,400,44,27719692,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,EVA Airways,BR,EVA Airways,BR,International,Asia,Freighter,Wide Body,McDonnell Douglas,MD-11,0,5,2357480,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,"Emery Worldwide Airlines, Inc.",,"Emery Worldwide Airlines, Inc.",,Domestic,US,Freighter,Narrow Body,Boeing,727,100,25,3562500,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,Evergreen International Airlines,EZ,Evergreen International Airlines,EZ,Domestic,US,Freighter,Wide Body,Boeing,747,100,1,605000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,Evergreen International Airlines,EZ,Evergreen International Airlines,EZ,International,Asia,Freighter,Wide Body,Boeing,747,200,6,3780000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,Evergreen International Airlines,EZ,Evergreen International Airlines,EZ,Domestic,US,Freighter,Narrow Body,McDonnell Douglas,DC-9,15,20,1634000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,Evergreen International Airlines,EZ,Evergreen International Airlines,EZ,Domestic,US,Freighter,Narrow Body,McDonnell Douglas,DC-9,33,3,306000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,Federal Express,FX,Federal Express,FX,Domestic,US,Freighter,Narrow Body,Boeing,727,100,1,142500,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,Federal Express,FX,Federal Express,FX,Domestic,US,Freighter,Wide Body,Airbus,A300,,31,9568150,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,Federal Express,FX,Federal Express,FX,Domestic,US,Freighter,Wide Body,McDonnell Douglas,DC-10,10,6,2250000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,Federal Express,FX,Federal Express,FX,Domestic,US,Freighter,Wide Body,McDonnell Douglas,DC-10,30,1,424000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,Federal Express,FX,Federal Express,FX,Domestic,US,Freighter,Wide Body,McDonnell Douglas,MD-11,,31,14926500,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Boeing,737,200,31,3255000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Boeing,737,300,104,11856000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,Gemini Air Cargo,GR,Gemini Air Cargo,GR,Domestic,US,Freighter,Wide Body,McDonnell Douglas,MD-11,0,1,492000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Passenger,Wide Body,McDonnell Douglas,DC-10,0,33,11995500,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Freighter,Wide Body,Boeing,747,200,45,28350000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Passenger,Wide Body,Boeing,747,400,35,22050000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Passenger,Wide Body,Boeing,747,300,31,19532325,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,Kalitta Air,K4,Kalitta Air,K4,Domestic,US,Freighter,Wide Body,Boeing,747,100,1,585000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,Kalitta Air,K4,Kalitta Air,K4,Domestic,US,Freighter,Wide Body,Boeing,747,200,1,630000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Passenger,Wide Body,Boeing,777,200,31,14260000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Passenger,Wide Body,Boeing,747,400,62,39059442,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,Mexicana Airlines,MX,Mexicana Airlines,MX,International,Mexico,Passenger,Narrow Body,Boeing,757,,27,5346000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,Mexicana Airlines,MX,Mexicana Airlines,MX,International,Mexico,Passenger,Narrow Body,Airbus,A320,,118,16779246,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,Miami Air International,GL,Miami Air International,GL,Domestic,US,Passenger,Narrow Body,Boeing,727,200,1,123000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-88,,30,4185000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,National Airlines,N7,National Airlines,N7,Domestic,US,Passenger,Narrow Body,Boeing,757,200,182,36036000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Freighter,Wide Body,Boeing,747,200,50,31500000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,Domestic,US,Passenger,Narrow Body,Boeing,727,200,3,1233000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,International,Asia,Passenger,Wide Body,Boeing,747,200,32,20160000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,Domestic,US,Passenger,Narrow Body,Boeing,757,,178,35244000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,Domestic,US,Passenger,Narrow Body,Airbus,A319,,1,134400,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,Domestic,US,Passenger,Narrow Body,Airbus,A320,,187,26591400,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,Domestic,US,Passenger,Wide Body,McDonnell Douglas,DC-10,34,1,403000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,Domestic,US,Passenger,Wide Body,McDonnell Douglas,DC-10,40,118,47554000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Passenger,Wide Body,Boeing,747,400,31,19529783,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Passenger,Wide Body,Airbus,A300,,13,5434000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,Ryan International Airlines,RD,Ryan International Airlines,RD,International,Europe,Passenger,Wide Body,McDonnell Douglas,DC-10,10,5,1817500,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,Ryan International Airlines,RD,Ryan International Airlines,RD,Domestic,US,Passenger,Wide Body,McDonnell Douglas,DC-10,20,53,19371500,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Passenger,Wide Body,Boeing,747,0,31,19530000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Passenger,Wide Body,Boeing,747,,18,11984400,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Passenger,Wide Body,Airbus,A340,300,31,12958000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Turbo Prop,Embraer,ERJ,120ER,2129,54915426,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Turbo Prop,Embraer,ERJ,120RT,266,6597332,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Passenger,Narrow Body,Boeing,727,0,62,9982000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,Swissair,SR,Swissair,SR,International,Europe,Passenger,Wide Body,McDonnell Douglas,MD-11,0,31,13634327,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Passenger,Narrow Body,Airbus,A320,,31,4402000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,TWA,TW,TWA,TW,Domestic,US,Passenger,Narrow Body,Boeing,757,,206,40788000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,TWA,TW,TWA,TW,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-80,0,69,8970000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,US Airways,US,US Airways,US,Domestic,US,Passenger,Narrow Body,Boeing,737,200,28,2996000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,US Airways,US,US Airways,US,Domestic,US,Passenger,Narrow Body,Boeing,737,300,93,10610000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,US Airways,US,US Airways,US,Domestic,US,Passenger,Narrow Body,Boeing,757,,212,41976000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,US Airways,US,US Airways,US,Domestic,US,Passenger,Narrow Body,Airbus,A319,,244,33528000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,US Airways,US,US Airways,US,Domestic,US,Passenger,Narrow Body,Airbus,A320,,121,17206200,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,US Airways,US,US Airways,US,Domestic,US,Passenger,Narrow Body,Airbus,A321,,140,24010000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,500,5,550000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,700,111,14208000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,800,123,17712000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,900,1,146000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,,13,1482000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,757,200,123,24354000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,767,200,61,18300000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,McDonnell Douglas,DC-10,30,1,403000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-80,0,1,128000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-80,,72,9360000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Narrow Body,Boeing,727,200,64,9888000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,300,2739,312246000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Passenger,Narrow Body,Boeing,737,322,124,14136000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,500,1018,111980000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Wide Body,Boeing,747,422,29,18270000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Passenger,Wide Body,Boeing,747,422,217,136710000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Passenger,Wide Body,Boeing,747,422,31,19530000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Passenger,Wide Body,Boeing,747,422,31,19530000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Narrow Body,Boeing,757,,1120,221760000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Wide Body,Boeing,767,222,288,78336000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Wide Body,Boeing,767,300,171,51300000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Wide Body,Boeing,767,322,146,46720000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Passenger,Wide Body,Boeing,777,222,62,28520000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Passenger,Wide Body,Boeing,777,222,93,42780000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Wide Body,Boeing,777,222B,35,16100000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Wide Body,Boeing,777,,220,97900000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Narrow Body,Airbus,A319,131,214,28778934,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Narrow Body,Airbus,A320,232,561,79773078,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Passenger,Narrow Body,Airbus,A320,232,31,4408138,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,Vanguard Airlines,NJ,Vanguard Airlines,NJ,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-80,0,1,128000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,Vanguard Airlines,NJ,Vanguard Airlines,NJ,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-82,0,13,1690000,20/09/2025 13:01,22/09/2025 15:11
