Activity Period,Activity Period Start Date,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Landing Aircraft Type,Aircraft Body Type,Aircraft Manufacturer,Aircraft Model,Aircraft Version,Landing Count,Total Landed Weight,data_as_of,data_loaded_at
200108,01/08/2001,Vanguard Airlines,NJ,Vanguard Airlines,NJ,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-83,0,15,2092500,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,Vanguard Airlines,NJ,Vanguard Airlines,NJ,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-87,0,2,256000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Passenger,Wide Body,Boeing,747,200,32,20160000,20/09/2025 13:01,22/09/2025 15:11
200108,01/08/2001,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Passenger,Wide Body,Boeing,747,400,17,10710000,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,ATA Airlines,TZ,ATA Airlines,TZ,Domestic,US,Passenger,Narrow Body,Boeing,757,,90,17820000,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,ATA Airlines,TZ,ATA Airlines,TZ,Domestic,US,Passenger,Wide Body,Lockheed,L1011,0,30,10740000,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,Aeroflot Russian International Airlines,,Aeroflot Russian International Airlines,,International,Europe,Passenger,Wide Body,Boeing,777,0,10,4599940,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Boeing,737,200,71,7455000,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Boeing,737,,94,10058000,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A319,114,54,7261974,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A320,211,83,11802351,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,Air China,CA,Air China,CA,International,Asia,Freighter,Wide Body,Boeing,747,200,4,2519960,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,Air China,CA,Air China,CA,International,Asia,Passenger,Wide Body,Boeing,747,400,19,11969867,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,Air France,AF,Air France,AF,International,Europe,Passenger,Wide Body,Boeing,747,200,3,1889565,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,Air France,AF,Air France,AF,International,Europe,Passenger,Wide Body,Boeing,747,400,27,15791787,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,737,400,225,27225000,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Passenger,Narrow Body,Boeing,737,400,69,8349000,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,737,700,53,6847600,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Passenger,Narrow Body,Boeing,737,700,2,258400,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Boeing,737,700,38,4909600,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,McDonnell Douglas,MD-80,93,19,2470000,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-80,,107,13910000,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,Alitalia Airlines,AZ,Alitalia Airlines,AZ,International,Europe,Passenger,Wide Body,Boeing,767,300,29,9209269,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,Alitalia Airlines,AZ,Alitalia Airlines,AZ,International,Europe,Passenger,Wide Body,McDonnell Douglas,MD-11,20,1,457978,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,"All Nippon Company Airways, Ltd.",NH,"All Nippon Company Airways, Ltd.",NH,International,Asia,Passenger,Wide Body,Boeing,777,200ER,21,9660000,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,Allegro Airlines,,Allegro Airlines,,International,Mexico,Passenger,Narrow Body,Boeing,727,200,8,1296000,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Boeing,737,,232,33408000,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Boeing,757,200ER,12,2376000,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Boeing,757,W,133,26334000,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Wide Body,Boeing,767,0,129,39990000,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Wide Body,Boeing,767,200ER,121,33638000,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Wide Body,Boeing,767,300,25,7750000,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Wide Body,Boeing,767,,46,12420000,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-80,83,8,1040000,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-80,SP,225,29250000,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Combi,Wide Body,Boeing,747,400,7,4410000,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Freighter,Wide Body,Boeing,747,400,9,5994000,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Passenger,Wide Body,Boeing,777,200ER,8,3680000,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,"Atlas Air, Inc. (inactive)",,"Atlas Air, Inc. (inactive)",,International,Asia,Freighter,Wide Body,Boeing,747,200,6,3780000,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,"Atlas Air, Inc. (inactive)",,"Atlas Air, Inc. (inactive)",,International,Asia,Freighter,Wide Body,Boeing,747,400,14,9324000,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,British Airways,BA,British Airways,BA,International,Europe,Passenger,Wide Body,Boeing,747,400,49,30870000,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,Cargolux Airlines,CV,Cargolux Airlines,CV,International,Europe,Freighter,Wide Body,Boeing,747,400,17,11322000,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Freighter,Wide Body,Boeing,747,400,7,4661314,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Passenger,Wide Body,Airbus,A340,300,26,10868000,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,China Airlines,CI,China Airlines,CI,International,Asia,Freighter,Wide Body,Boeing,747,0,1,666000,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,China Airlines,CI,China Airlines,CI,International,Asia,Passenger,Wide Body,Boeing,747,0,6,3960000,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,China Airlines,CI,China Airlines,CI,International,Asia,Passenger,Wide Body,Boeing,747,200,3,1890000,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,China Airlines,CI,China Airlines,CI,International,Asia,Freighter,Wide Body,Boeing,747,230,1,630000,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,China Airlines,CI,China Airlines,CI,International,Asia,Passenger,Wide Body,Boeing,747,243,3,1890000,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,China Airlines,CI,China Airlines,CI,International,Asia,Passenger,Wide Body,Boeing,747,400,25,15750000,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,DHL Express (USA),,DHL Express (USA),,Domestic,US,Freighter,Wide Body,Airbus,A300,,19,5864350,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,DHL Express (USA),,DHL Express (USA),,Domestic,US,Freighter,Wide Body,McDonnell Douglas,DC-8,63,16,4400000,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,DHL Express (USA),,DHL Express (USA),,Domestic,US,Freighter,Narrow Body,McDonnell Douglas,DC-9,15,35,2859500,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,727,232,32,4944000,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,737,300,1,114000,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,737,800,137,19728000,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,757,,232,45936000,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Boeing,767,200,4,1080000,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Boeing,767,300,50,14750000,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Boeing,767,300ER,73,23360000,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Boeing,767,400,76,26600000,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,EVA Airways,BR,EVA Airways,BR,International,Asia,Passenger,Wide Body,Boeing,747,400,37,23309741,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,EVA Airways,BR,EVA Airways,BR,International,Asia,Freighter,Wide Body,McDonnell Douglas,MD-11,0,4,1885984,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,Federal Express,FX,Federal Express,FX,Domestic,US,Freighter,Wide Body,Airbus,A300,,1,308650,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,Federal Express,FX,Federal Express,FX,Domestic,US,Freighter,Wide Body,McDonnell Douglas,DC-10,10,26,9750000,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,Federal Express,FX,Federal Express,FX,Domestic,US,Freighter,Wide Body,McDonnell Douglas,DC-10,30,1,436000,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,Federal Express,FX,Federal Express,FX,Domestic,US,Freighter,Wide Body,McDonnell Douglas,MD-11,,29,13963500,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Boeing,737,200,20,2100000,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Boeing,737,300,76,8664000,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,Gemini Air Cargo,GR,Gemini Air Cargo,GR,Domestic,US,Freighter,Wide Body,McDonnell Douglas,MD-11,0,4,1968000,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Passenger,Wide Body,McDonnell Douglas,DC-10,0,36,13086000,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Freighter,Wide Body,Boeing,747,200,32,20160000,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Passenger,Wide Body,Boeing,747,400,32,20160000,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Passenger,Wide Body,Boeing,747,300,26,16381950,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Passenger,Wide Body,Boeing,747,300,1,630000,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Passenger,Wide Body,Boeing,777,200,20,9200000,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Passenger,Wide Body,Boeing,747,400,52,32759532,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,Mexicana Airlines,MX,Mexicana Airlines,MX,International,Mexico,Passenger,Narrow Body,Boeing,757,,21,4158000,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,Mexicana Airlines,MX,Mexicana Airlines,MX,International,Mexico,Passenger,Narrow Body,Airbus,A320,,81,11517957,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,Miami Air International,GL,Miami Air International,GL,Domestic,US,Passenger,Narrow Body,Boeing,727,200,1,154000,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-88,,26,3627000,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,National Airlines,N7,National Airlines,N7,Domestic,US,Passenger,Narrow Body,Boeing,757,200,143,28314000,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Freighter,Wide Body,Boeing,747,100,3,1815000,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Freighter,Wide Body,Boeing,747,200,35,22050000,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,Domestic,US,Freighter,Wide Body,Boeing,747,200,1,610000,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,Domestic,US,Passenger,Wide Body,Boeing,747,200,3,1890000,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,International,Asia,Passenger,Wide Body,Boeing,747,200,26,16380000,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,Domestic,US,Passenger,Narrow Body,Boeing,757,,185,36630000,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,Domestic,US,Passenger,Narrow Body,Airbus,A319,,1,134400,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,Domestic,US,Passenger,Narrow Body,Airbus,A320,,101,14362200,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,Domestic,US,Passenger,Wide Body,McDonnell Douglas,DC-10,40,27,10881000,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Passenger,Wide Body,Boeing,747,400,14,8819902,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Passenger,Wide Body,Airbus,A300,,23,9614000,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,Ryan International Airlines,RD,Ryan International Airlines,RD,Domestic,US,Passenger,Wide Body,McDonnell Douglas,DC-10,10,22,7997000,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,Ryan International Airlines,RD,Ryan International Airlines,RD,International,Europe,Passenger,Wide Body,McDonnell Douglas,DC-10,10,1,363500,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Passenger,Wide Body,Boeing,747,400,26,16380000,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Passenger,Wide Body,Boeing,747,,15,9987000,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Passenger,Wide Body,Airbus,A340,300,27,11286000,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,700,128,6016000,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Turbo Prop,Embraer,ERJ,120ER,1638,42250572,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Turbo Prop,Embraer,ERJ,120RT,202,5010004,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Passenger,Narrow Body,Boeing,727,0,40,6440000,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,Swissair,SR,Swissair,SR,International,Europe,Passenger,Wide Body,McDonnell Douglas,MD-11,0,26,11435242,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Passenger,Narrow Body,Airbus,A320,,23,3266000,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,TWA,TW,TWA,TW,Domestic,US,Passenger,Narrow Body,Boeing,757,,127,25146000,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,TWA,TW,TWA,TW,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-80,0,42,5460000,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,US Airways,US,US Airways,US,Domestic,US,Passenger,Narrow Body,Boeing,737,200,22,2354000,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,US Airways,US,US Airways,US,Domestic,US,Passenger,Narrow Body,Boeing,737,300,79,9016400,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,US Airways,US,US Airways,US,Domestic,US,Passenger,Narrow Body,Boeing,757,,16,3168000,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,US Airways,US,US Airways,US,Domestic,US,Passenger,Narrow Body,Airbus,A319,,118,16248600,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,US Airways,US,US Airways,US,Domestic,US,Passenger,Narrow Body,Airbus,A320,,66,9378600,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,500,2,220000,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,700,72,9216000,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,800,80,11520000,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,900,1,146000,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,,9,1026000,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,757,200,107,21186000,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,767,200,31,9300000,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-80,0,6,768000,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-80,,25,3250000,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Narrow Body,Boeing,727,200,15,2317500,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,300,1588,181032000,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Passenger,Narrow Body,Boeing,737,322,108,12312000,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,500,855,94050000,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Wide Body,Boeing,747,422,40,25200000,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Passenger,Wide Body,Boeing,747,422,209,131670000,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Passenger,Wide Body,Boeing,747,422,30,18900000,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Narrow Body,Boeing,757,,684,135432000,20/09/2025 13:01,22/09/2025 15:11
200109,01/09/2001,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Wide Body,Boeing,767,222,179,48688000,20/09/2025 13:01,22/09/2025 15:11
